entity_id,original_name,standard_name,frequency,component_size
non_financial_security_9,"MICROSEMI STORAGE SOLUTIONS, INC. (F/K/A PMC-SIERRA, INC.)",MICROSEMI CORP,615,16
non_financial_security_9,MICROSEMI SEMICONDUCTOR (U.S.) INC.,MICROSEMI CORP,280,16
non_financial_security_9,MICROSEMI CORP.-ANALOG MIXED SIGNAL GROUP,MICROSEMI CORP,156,16
non_financial_security_9,MICROSEMI SOC CORP.,MICROSEMI CORP,156,16
non_financial_security_9,MICROSEMI FREQUENCY AND TIME CORPORATION,MICROSEMI CORP,156,16
non_financial_security_9,MICROSEMI CORP.-MEMORY AND STORAGE SOLUTIONS,MICROSEMI CORP,45,16
non_financial_security_9,MICROSEMI CORP.-SECURITY SOLUTIONS,MICROSEMI CORP,45,16
non_financial_security_12,"SILICON GRAPHICS, INC.",SILICON GRAPHICS,1279,3
non_financial_security_12,SILICON GRAPHICS INTERNATIONAL CORP.,SILICON GRAPHICS,414,3
non_financial_security_12,"SILICON GRAPHICS, INC. AND SILICON GRAPHICS FEDERAL, INC. (EACH A DELAWARE CORPORATION)",SILICON GRAPHICS,284,3
non_financial_security_13,SILICON VALLEY BANK,SILICON VALLEY BANK,62,5
non_financial_security_13,"SILICON VALLEY BANK,,PALO ALTO,CA,US",SILICON VALLEY BANK,13,5
non_financial_security_13,"SILICON VALLEY GROUP, INC.",SILICON VALLEY BANK,11,5
non_financial_security_13,"SILICON VALLEY GROUP, IN.,",SILICON VALLEY BANK,3,5
non_financial_security_13,SILICON VALLEY BANK DBA SILICON VALLEY EAST,SILICON VALLEY BANK,1,5
non_financial_security_14,"SILICON BANDWIDTH, INC.",SILICON BANDWIDTH,38,2
non_financial_security_14,SILICON BANDWIDTH INC.,SILICON BANDWIDTH,18,2
non_financial_security_15,"SILICON GAMING, INC.",SILICON GAMING,31,2
non_financial_security_15,"SILICON, GAMING, INC.",SILICON GAMING,1,2
non_financial_security_16,"SILICON GAMING-INDIANA, INC.",SILICON GAMING-INDIANA,10,3
non_financial_security_16,"SILICON GAMING-LOUISIANA, INC.",SILICON GAMING-INDIANA,9,3
non_financial_security_16,"SILICON GAMING-LOUISIANIA, INC.",SILICON GAMING-INDIANA,1,3
non_financial_security_17,ARRIS ENTERPRISES LLC,ARRIS ENTERPRISES LLC,15626,14
non_financial_security_17,"ARRIS SOLUTIONS, INC.",ARRIS ENTERPRISES LLC,14011,14
non_financial_security_17,"ARRIS TECHNOLOGY, INC.",ARRIS ENTERPRISES LLC,8960,14
non_financial_security_17,"ARRIS ENTERPRISES, INC.",ARRIS ENTERPRISES LLC,1032,14
non_financial_security_17,"ARRIS GROUP, INC.",ARRIS ENTERPRISES LLC,1032,14
non_financial_security_17,ARRIS HOLDINGS CORP. OF ILLINOIS,ARRIS ENTERPRISES LLC,780,14
non_financial_security_17,"ARRIS KOREA, INC.",ARRIS ENTERPRISES LLC,780,14
non_financial_security_17,"ARRIS HOLDINGS CORP. OF ILLINOIS, INC.",ARRIS ENTERPRISES LLC,252,14
non_financial_security_17,ARRIS INTERNATIONAL LIMITED,ARRIS ENTERPRISES LLC,252,14
non_financial_security_17,"ARRIS GLOBAL SERVICES, INC.",ARRIS ENTERPRISES LLC,252,14
non_financial_security_17,"ARRIS INTERNATIONAL, INC.",ARRIS ENTERPRISES LLC,59,14
non_financial_security_17,ARRIS GLOBAL LIMITED F/K/A PACE PLC,ARRIS ENTERPRISES LLC,16,14
non_financial_security_17,"ARRIS INTERNATIONAL, INC. (F/K/A ANTEC CORPORATION)",ARRIS ENTERPRISES LLC,14,14
non_financial_security_17,ARRIS INTERNATIONAL INC.,ARRIS ENTERPRISES LLC,1,14
non_financial_security_20,FPC INC.,FPC,14533,2
non_financial_security_20,FPC INC,FPC,7,2
non_financial_security_21,EASTMAN KODAK COMPANY,KODAK,32355,19
non_financial_security_21,"KODAK AMERICAS, LTD.",KODAK,14518,19
non_financial_security_21,"KODAK REALTY, INC.",KODAK,14468,19
non_financial_security_21,"KODAK (NEAR EAST), INC.",KODAK,14346,19
non_financial_security_21,"KODAK PHILIPPINES, LTD.",KODAK,14334,19
non_financial_security_21,KODAK PORTUGUESA LIMITED,KODAK,14188,19
non_financial_security_21,"KODAK IMAGING NETWORK, INC.",KODAK,13951,19
non_financial_security_21,KODAK AVIATION LEASING LLC,KODAK,13584,19
non_financial_security_21,KODAK ALARIS INC.,KODAK,301,19
non_financial_security_21,"KODAK PHILIPPINES, LTD",KODAK,114,19
non_financial_security_21,KODAK (NEAR EAST). INC.,KODAK,113,19
non_financial_security_21,"KODAK (NEAR EAST), INC",KODAK,59,19
non_financial_security_21,KODAK CANADA ULC,KODAK,21,19
non_financial_security_21,"KODAK (NEAR EAST), LTD.",KODAK,20,19
non_financial_security_21,"KODAK AMERICAS, LTD",KODAK,14,19
non_financial_security_21,"KODAK AMERICAS, INC.",KODAK,6,19
non_financial_security_21,KODAK AMERICAS LTD.,KODAK,2,19
non_financial_security_21,KODAK (NEAR EAST) INC.,KODAK,2,19
non_financial_security_21,KODAK PHILIPPINES LTD.,KODAK,2,19
non_financial_security_24,FAR EAST DEVELOPMENT LTD.,FAR EAST DEVELOPMENT,14456,3
non_financial_security_24,FAR EAST DEVELOPMENT LTD,FAR EAST DEVELOPMENT,52,3
non_financial_security_24,FAR EAST DEVELOPMENT,FAR EAST DEVELOPMENT,32,3
non_financial_security_25,NPEC INC.,NPEC INC,14358,4
non_financial_security_25,"NPEC, INC.",NPEC INC,56,4
non_financial_security_25,NPEC INC,NPEC INC,20,4
non_financial_security_25,NPEC. INC.,NPEC INC,16,4
non_financial_security_26,MICROCHIP TECHNOLOGY INCORPORATED,MICROCHIP TECHNOLOGY,12428,2
non_financial_security_26,MICROCHIP TECHNOLOGY INC.,MICROCHIP TECHNOLOGY,5802,2
non_financial_security_27,AGERE SYSTEMS LLC,AGERE SYSTEMS LLC,9700,4
non_financial_security_27,AGERE SYSTEMS GUARDIAN CORP. (DE CORPORATION),AGERE SYSTEMS LLC,181,4
non_financial_security_27,AGERE SYSTEMS OPTOELECTRONICS GUARDIAN CORP. (DE CORPORATION),AGERE SYSTEMS LLC,35,4
non_financial_security_27,AGERE SYSTEMS INC.,AGERE SYSTEMS LLC,1,4
non_financial_security_28,"WESTERN DIGITAL TECHNOLOGIES, INC.",WESTERN DIGITAL TECHNOLOGIES,9575,2
non_financial_security_28,"WESTERN TECHNOLOGIES, INC.",WESTERN DIGITAL TECHNOLOGIES,2,2
non_financial_security_29,"WESTERN SKY INDUSTRIES, LLC",WESTERN SKY INDUSTRIES LLC,176,3
non_financial_security_29,"WESTERN SKY INDUSTRIES, LLC, A.K.A. TYEE AIRCRAFT",WESTERN SKY INDUSTRIES LLC,31,3
non_financial_security_29,"WESTERN SKY INDUSTRIES, LLC A DELAWARE LIMITED LIABILITY COMPANY",WESTERN SKY INDUSTRIES LLC,3,3
non_financial_security_30,AVAYA INC.,AVAYA,9491,10
non_financial_security_30,AVAYA MANAGEMENT L.P.,AVAYA,4391,10
non_financial_security_30,"AVAYA, INC.",AVAYA,4103,10
non_financial_security_30,AVAYA INTEGRATED CABINET SOLUTIONS LLC,AVAYA,3698,10
non_financial_security_30,AVAYA TECHNOLOGY LLC,AVAYA,2622,10
non_financial_security_30,"AVAYA INC., A DELAWARE CORPORATION",AVAYA,1477,10
non_financial_security_30,AVAYA TECHNOLOGY CORP.,AVAYA,1426,10
non_financial_security_30,AVAYA INTEGRATED CABINET SOLUTIONS INC.,AVAYA,1338,10
non_financial_security_30,AVAYA CABINET SOLUTIONS LLC,AVAYA,1095,10
non_financial_security_30,AVAYA MANAGEMENT LP,AVAYA,12,10
non_financial_security_33,"CITIBANK, N.A.",CITIBANK NA,9433,7
non_financial_security_33,"CITIBANK, N.A., AS COLLATERAL TRUSTEE",CITIBANK NA,729,7
non_financial_security_33,"CITIBANK, N.A.,",CITIBANK NA,10,7
non_financial_security_33,"CITIBANK, N.A., AS ADMINISTRATIVE AGENT AND COLLATERAL AGENT",CITIBANK NA,9,7
non_financial_security_33,"CITIBANK, N.A., INDIVIDUALLY AND AS AGENT FOR BANK OF AMERICA NATIONAL TRUST AND SAVINGS ASSOCIATION, THE CHASE MANHATTAN BANK, N.A., THE FIRST NATIONAL BANK OF CHICAGO, TRUST COMPANY BANK, FIRST FREEPORT NATIONAL BANK OF BRAZOSPORT BANK OF TEXAS",CITIBANK NA,9,7
non_financial_security_33,"CITIBANK, N.A., AS RESIGNING ADMINISTRATIVE AGENT",CITIBANK NA,6,7
non_financial_security_33,"CITIBANK N.A., AS ADMINISTRATIVE AGENT AND COLLATERAL AGENT",CITIBANK NA,5,7
non_financial_security_35,ROVI TECHNOLOGIES CORPORATION,ROVI,7523,7
non_financial_security_35,ROVI SOLUTIONS CORPORATION,ROVI,7504,7
non_financial_security_35,"ROVI GUIDES, INC.",ROVI,7504,7
non_financial_security_35,"ROVI TECHNOLOGIES CORPORATION, A DELAWARE CORPORATION",ROVI,466,7
non_financial_security_35,"ROVI CORPORATION, A DELAWARE CORPORATION",ROVI,466,7
non_financial_security_35,"ROVI GUIDES, INC., A DELAWARE CORPORATION",ROVI,466,7
non_financial_security_35,"ROVI SOLUTIONS CORPORATION, A DELAWARE CORPORATION",ROVI,466,7
non_financial_security_36,UNISYS CORPORATION,UNISYS CORP,7043,2
non_financial_security_36,UNISYS CORPORATOIN,UNISYS CORP,12,2
non_financial_security_37,SEAGATE TECHNOLOGY LLC,SEAGATE TECHNOLOGY LLC,6790,3
non_financial_security_37,SEAGATE TECHNOLOGY INTERNATIONAL,SEAGATE TECHNOLOGY LLC,3182,3
non_financial_security_37,"SEAGATE TECHNOLOGY, INC.",SEAGATE TECHNOLOGY LLC,48,3
non_financial_security_38,SPANSION TECHNOLOGY INC.,SPANSION TECHNOLOGY,1911,2
non_financial_security_38,SPANSION TECHNOLOGY LLC,SPANSION TECHNOLOGY,1911,2
non_financial_security_39,TIBCO SOFTWARE INC.,TIBCO SOFTWARE,5743,3
non_financial_security_39,TIBCO SOFTWARE INC,TIBCO SOFTWARE,1,3
non_financial_security_39,"TIBCO SOFTWARE INC., AS PLEDGOR",TIBCO SOFTWARE,1,3
non_financial_security_40,FEDERAL-MOGUL CHASSIS LLC,FEDERAL-MOGUL CHASSIS LLC,5451,3
non_financial_security_40,FEDERAL-MOGUL LLC,FEDERAL-MOGUL CHASSIS LLC,1521,3
non_financial_security_40,"FEDERAL-MOGUL CHASSIS LLC, A DELAWARE LIMITED LIABILITY COMPANY",FEDERAL-MOGUL CHASSIS LLC,604,3
non_financial_security_41,FEDERAL-MOGUL IGNITION LLC,FEDERAL-MOGUL IGNITION LLC,3930,4
non_financial_security_41,FEDERAL-MOGUL IGNITION COMPANY,FEDERAL-MOGUL IGNITION LLC,1521,4
non_financial_security_41,"FEDERAL-MOGUL CORPORATION, A DELAWARE CORPORATION",FEDERAL-MOGUL IGNITION LLC,604,4
non_financial_security_41,"FEDERAL-MOGUL IGNITION COMPANY, A DELAWARE CORPORATION",FEDERAL-MOGUL IGNITION LLC,604,4
non_financial_security_42,FEDERAL-MOGUL WORLD WIDE LLC,FEDERAL-MOGUL WORLD WIDE LLC,3930,5
non_financial_security_42,"FEDERAL-MOGUL WORLD WIDE, INC.",FEDERAL-MOGUL WORLD WIDE LLC,1143,5
non_financial_security_42,"FEDERAL-MOGUL WORLD WIDE, LLC",FEDERAL-MOGUL WORLD WIDE LLC,765,5
non_financial_security_42,"FEDERAL-MOGUL WORLD WIDE, INC., A MICHIGAN CORPORATION",FEDERAL-MOGUL WORLD WIDE LLC,604,5
non_financial_security_42,"FEDERAL-MOGUL WORLD WIDE, INC. (MI CORPORATION)",FEDERAL-MOGUL WORLD WIDE LLC,192,5
non_financial_security_43,FEDERAL-MOGUL MOTORPARTS LLC,FEDERAL-MOGUL MOTORPARTS LLC,3713,2
non_financial_security_43,FEDERAL-MOGUL MOTORPARTS CORPORATION,FEDERAL-MOGUL MOTORPARTS LLC,756,2
non_financial_security_44,FEDERAL-MOGUL PRODUCTS US LLC,FEDERAL-MOGUL PRODUCTS US LLC,1963,3
non_financial_security_44,"FEDERAL-MOGUL PRODUCTS, INC.",FEDERAL-MOGUL PRODUCTS US LLC,1521,3
non_financial_security_44,"FEDERAL-MOGUL PRODUCTS, INC. , A MISSORI CORPORATION",FEDERAL-MOGUL PRODUCTS US LLC,604,3
non_financial_security_45,"SCIENTIFIC GAMES INTERNATIONAL, INC.",SCIENTIFIC GAMES INTERNATIONAL,5431,13
non_financial_security_45,"SCIENTIFIC GAMES INTERNATIONAL, INC",SCIENTIFIC GAMES INTERNATIONAL,1087,13
non_financial_security_45,"SCIENTIFIC GAMES, LLC",SCIENTIFIC GAMES INTERNATIONAL,215,13
non_financial_security_45,SCIENTIFIC GAMES CORPORATION,SCIENTIFIC GAMES INTERNATIONAL,142,13
non_financial_security_45,SCIENTIFIC GAMES HOLDINGS CORP.,SCIENTIFIC GAMES INTERNATIONAL,73,13
non_financial_security_45,"SCIENTIFIC GAMES PRODUCTS, INC.",SCIENTIFIC GAMES INTERNATIONAL,73,13
non_financial_security_45,"SCIENTIFIC GAMES RACING, LLC",SCIENTIFIC GAMES INTERNATIONAL,73,13
non_financial_security_45,SCIENTIFIC GAMES SA INC.,SCIENTIFIC GAMES INTERNATIONAL,73,13
non_financial_security_45,SCIENTIFIC GAMES ROYALTY CORPORATION,SCIENTIFIC GAMES INTERNATIONAL,14,13
non_financial_security_45,"SCIENTIFIC GAMES INC., A CORPORATION OF DE",SCIENTIFIC GAMES INTERNATIONAL,9,13
non_financial_security_45,SCIENTIFIC GAMES OPERATING CORP.,SCIENTIFIC GAMES INTERNATIONAL,7,13
non_financial_security_45,"SCIENTIFIC GAMES, INC., A CORP. OF DELAWARE",SCIENTIFIC GAMES INTERNATIONAL,5,13
non_financial_security_45,"SCIENTIFIC GAMES INTERNATIONAL, INC. (DE CORPORATION)",SCIENTIFIC GAMES INTERNATIONAL,4,13
non_financial_security_46,SCIENTIFIC LEARNING CORPORATION,SCIENTIFIC LEARNING CORP,60,2
non_financial_security_46,SCIENTIFIC LEARNING CORPORATION (FORMERLY INCORPORATED AS SCIENTIFIC LEARNING PRINCIPLES CORPORATTION),SCIENTIFIC LEARNING CORP,43,2
non_financial_security_47,SCIENTIFIC PROTEIN LABORATORIES LLC,SCIENTIFIC PROTEIN LABORATORIES LLC,9,3
non_financial_security_47,"SCIENTIFIC PROTEIN LABORATORIES, LLC, A DELAWARE LIMITED LIABILITY COMPANY",SCIENTIFIC PROTEIN LABORATORIES LLC,6,3
non_financial_security_47,"SCIENTIFIC PROTEIN LABORATORIES, LLC",SCIENTIFIC PROTEIN LABORATORIES LLC,3,3
non_financial_security_48,OCTEL COMMUNICATIONS LLC,OCTEL COMMUNICATIONS LLC,5180,2
non_financial_security_48,OCTEL COMMUNICATIONS CORPORATION,OCTEL COMMUNICATIONS LLC,1338,2
non_financial_security_49,"WEATHERFORD TECHNOLOGY HOLDINGS, LLC",WEATHERFORD TECHNOLOGY HOLDINGS LLC,3771,2
non_financial_security_49,WEATHERFORD TECHNOLOGY HOLDINGS LLC,WEATHERFORD TECHNOLOGY HOLDINGS LLC,1365,2
non_financial_security_50,"WEATHERFORD/LAMB, INC.",WEATHERFORD LAMB,47,2
non_financial_security_50,"WEATHERFORD/LAMB, INC., A CORP. OF TEXAS",WEATHERFORD LAMB,4,2
non_financial_security_51,"WEATHERFORD U.S., INC.",WEATHERFORD US,17,2
non_financial_security_51,"WEATHERFORD U.S. , INC.",WEATHERFORD US,3,2
non_financial_security_52,CLEARWIRE COMMUNICATIONS LLC,CLEARWIRE COMMUNICATIONS LLC,4682,3
non_financial_security_52,"CLEARWIRE COMMUNICATIONS, LLC",CLEARWIRE COMMUNICATIONS LLC,9,3
non_financial_security_52,CLEARWIRE COMMUNICATIONS,CLEARWIRE COMMUNICATIONS LLC,7,3
non_financial_security_53,"CLEARWIRE FINANCE, INC.",CLEARWIRE FINANCE,24,2
non_financial_security_53,"CLEARWIRE FINANCE, INC., A CORPORATION OF DELAWARE",CLEARWIRE FINANCE,9,2
non_financial_security_54,"VISTEON GLOBAL TECHNOLOGIES, INC.",VISTEON GLOBAL TECHNOLOGIES,4782,3
non_financial_security_54,"VISTEON GLOBAL TREASURY, INC.",VISTEON GLOBAL TECHNOLOGIES,2025,3
non_financial_security_54,"VISTEON GLOBAL TECHNOLOGIES, INC., AS GRANTOR",VISTEON GLOBAL TECHNOLOGIES,444,3
non_financial_security_55,VISTEON CORPORATION,VISTEON CORP,2025,2
non_financial_security_55,"VISTEON CORPORATION, AS GRANTOR",VISTEON CORP,444,2
non_financial_security_56,"VISTEON EUROPEAN HOLDINGS, INC.",VISTEON EUROPEAN HOLDINGS,1013,2
non_financial_security_56,"VISTEON EUROPEAN HOLDING, INC.",VISTEON EUROPEAN HOLDINGS,1012,2
non_financial_security_57,TENNECO AUTOMOTIVE OPERATING COMPANY INC.,TENNECO AUTOMOTIVE OPERATING CO,4381,8
non_financial_security_57,TENNECO INC.,TENNECO AUTOMOTIVE OPERATING CO,3930,8
non_financial_security_57,TENNECO AUTOMOTIVE INC.,TENNECO AUTOMOTIVE OPERATING CO,92,8
non_financial_security_57,TENNECO AUTOMOTIVE OPERATING COMPANY INC. (DELAWARE CORPORATION),TENNECO AUTOMOTIVE OPERATING CO,57,8
non_financial_security_57,TENNECO AUTOMOTIVE INC. (DE CORPORATION),TENNECO AUTOMOTIVE OPERATING CO,41,8
non_financial_security_57,"TENNECO AUTOMOTIVE INC., F/K/A TENNECO INC. (DE CORPORATION)",TENNECO AUTOMOTIVE OPERATING CO,9,8
non_financial_security_57,"TENNECO AUTOMOTIVE OPERATING COMPANY INC., F/K/A TENNECO AUTOMOTIVE INC. (DE CORPORATION)",TENNECO AUTOMOTIVE OPERATING CO,2,8
non_financial_security_57,TENNECO INC. (DE CORP.),TENNECO AUTOMOTIVE OPERATING CO,1,8
non_financial_security_58,"BALLY GAMING, INC.",BALLY GAMING,4175,6
non_financial_security_58,"BALLY GAMING, INC",BALLY GAMING,1282,6
non_financial_security_58,"BALLY GAMING INTERNATIONAL, INC.",BALLY GAMING,46,6
non_financial_security_58,"BALLY GAMING, INC. (D/B/A BALLY GAMING AND SYSTEMS)",BALLY GAMING,39,6
non_financial_security_58,"BALLY GAMING, INC. A CORP. OF NEVADA",BALLY GAMING,24,6
non_financial_security_58,"BALLY GAMING, INC. (D/B/A BALLY GAMING AND SYSTEMS), A NEVADA CORPORATION",BALLY GAMING,12,6
non_financial_security_59,PRECISION ENERGY SERVICES ULC,PRECISION ENERGY SERVICES,4045,3
non_financial_security_59,"PRECISION ENERGY SERVICES, INC.",PRECISION ENERGY SERVICES,3732,3
non_financial_security_59,PRECISION ENERGY SERVICES INC.,PRECISION ENERGY SERVICES,1365,3
non_financial_security_60,"PRECISION FABRICS GROUP, INC.",PRECISION FABRICS GROUP,38,2
non_financial_security_60,"PRECISION FABRICS GROUP, INC.,",PRECISION FABRICS GROUP,9,2
non_financial_security_61,"PRECISION SCAN, L.L.C.",PRECISION SCAN LLC,28,2
non_financial_security_61,"PRECISION SCAN, LLC",PRECISION SCAN LLC,1,2
non_financial_security_62,PRECISION ENGINE PRODUCTS CORP.,PRECISION PRODUCTS CORP,5,2
non_financial_security_62,PRECISION PRODUCTS CORP.,PRECISION PRODUCTS CORP,5,2
non_financial_security_63,"PRECISION SHOOTING EQUIPMENT, INC.",PRECISION EQUIPMENT CO,1,2
non_financial_security_63,"PRECISION EQUIPMENT COMPANY, INC.",PRECISION EQUIPMENT CO,1,2
non_financial_security_64,THE PULLMAN COMPANY,PULLMAN CO,3994,3
non_financial_security_64,"PULLMAN COMPANY, THE",PULLMAN CO,101,3
non_financial_security_64,"PULLMAN COMPANY (DE CORPORATION), THE",PULLMAN CO,11,3
non_financial_security_65,"HIGH PRESSURE INTEGRITY, INC.",HIGH PRESSURE INTEGRITY,3732,2
non_financial_security_65,HIGH PRESSURE INTEGRITY INC.,HIGH PRESSURE INTEGRITY,1365,2
non_financial_security_66,HIGH VOLTAGE ENGINEERING CORPORATION,HIGH VOLTAGE ENGINEERING CORP,5,2
non_financial_security_66,"HIGH VOLTAGE ENGINEERING CORPORATION, A MA CORPORATION",HIGH VOLTAGE ENGINEERING CORP,2,2
non_financial_security_67,TIVO SOLUTIONS INC.,TIVO SOLUTIONS,3699,2
non_financial_security_67,"TIVO SOLUTIONS, INC.",TIVO SOLUTIONS,3428,2
non_financial_security_68,QUANTUM CORPORATION,QUANTUM CORP,3341,4
non_financial_security_68,"QUANTUM CORPORATION, AS GRANTOR",QUANTUM CORP,291,4
non_financial_security_68,QUANTUM CORP.,QUANTUM CORP,146,4
non_financial_security_68,QUANTUM DOT CORPORATION,QUANTUM CORP,127,4
non_financial_security_69,"QUANTUM LTO HOLDINGS, LLC, AS GRANTOR",QUANTUM LTO HOLDINGS LLC GRANTOR,291,2
non_financial_security_69,"QUANTUM LTO HOLDINGS, LLC",QUANTUM LTO HOLDINGS LLC GRANTOR,199,2
non_financial_security_70,"QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE, INC.",QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE,26,3
non_financial_security_70,QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE,QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE,7,3
non_financial_security_70,QUANTUM FUEL SYSTEMS LLC,QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE,6,3
non_financial_security_71,"BELL SPORTS, INC.",BELL SPORTS,1041,3
non_financial_security_71,"BELL SPORTS CANADA, INC.",BELL SPORTS,18,3
non_financial_security_71,BELL SPORTS CORP.,BELL SPORTS,18,3
non_financial_security_72,"BELL HELMETS INC.,",BELL HELMETS,6,2
non_financial_security_72,BELL HELMETS INC.,BELL HELMETS,1,2
non_financial_security_73,LEAR CORPORATION,LEAR CORP,3295,6
non_financial_security_73,LEAR CORPORATION EEDS AND INTERIORS,LEAR CORP,93,6
non_financial_security_73,LEAR CORPORATION (NOTTINGHAM) LIMITED,LEAR CORP,1,6
non_financial_security_73,LEAR CORPORATION GMBH,LEAR CORP,1,6
non_financial_security_73,LEAR CORPORATION ITALIA S.R.L.,LEAR CORP,1,6
non_financial_security_73,LEAR CORPORATION SWEDEN AB,LEAR CORP,1,6
non_financial_security_74,NEWPORT CORPORATION,NEWPORT CORP,3113,2
non_financial_security_74,"NEWPORT CORPORATION,",NEWPORT CORP,4,2
non_financial_security_75,"NEWPORT MEDIA, INC.",NEWPORT MEDIA,17,3
non_financial_security_75,"NEWPORT MEDIA, INC., A CALIFORNIA CORPORATION",NEWPORT MEDIA,6,3
non_financial_security_75,"NEWPORT MEDIA, INC., A DELAWARE CORPORATION",NEWPORT MEDIA,6,3
non_financial_security_76,"ENTEGRIS, INC.",ENTEGRIS,3055,2
non_financial_security_76,"ENTEGRIS GP, INC.",ENTEGRIS,774,2
non_financial_security_77,"M CUBED TECHNOLOGIES, INC.",M CUBED TECHNOLOGIES,3039,2
non_financial_security_77,"M. TECHNOLOGIES, INC.",M CUBED TECHNOLOGIES,1,2
non_financial_security_78,"M.P. PUMPS, INC.",M P PUMPS,402,3
non_financial_security_78,M.P. PUMPS INC.,M P PUMPS,1,3
non_financial_security_78,"M.P. PUMPS, INC., A MICHIGAN CORPORATION",M P PUMPS,1,3
non_financial_security_79,"M&D INDUSTRIES, INC.",M & D INDUSTRIES,4,3
non_financial_security_79,"M&D INDUSTRIES, INC. (F/K/A M&D BALLOONS, INC. AND D/B/A M & D FLEXOGRAPHIC PRINTERS, INC.)",M & D INDUSTRIES,1,3
non_financial_security_79,"M&D INDUSTRIES, INC. (F/K/A M&D BALLOONS, INC. AND D/B/A M&D FLEXOGRAPHIC PRINTERS, INC.)",M & D INDUSTRIES,1,3
