idx1,idx2,similarity,name1,name2
3904,7069,97.02127659574468,AVAGO TECHNOLOGIES FIBER IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
3904,7070,96.23430962343096,AVAGO TECHNOLOGIES FIBER IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
3904,8974,90.0,AVAGO TECHNOLOGIES FIBER IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES FIBER IP SINGAPORE PTE LTD
3904,9799,96.23430962343096,AVAGO TECHNOLOGIES FIBER IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
3904,11127,96.17021276595746,AVAGO TECHNOLOGIES FIBER IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTD LTD
3904,11128,95.4356846473029,AVAGO TECHNOLOGIES FIBER IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ENTERPRISE IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
5585,7069,100.0,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
5585,7070,95.7983193277311,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
5585,8972,90.0,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD
5585,9799,95.7983193277311,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
5585,11127,99.14529914529915,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTD LTD
5585,11128,95.0,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ENTERPRISE IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
7069,7070,95.7983193277311,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
7069,8972,90.0,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD
7069,9799,95.7983193277311,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
7069,11127,99.14529914529915,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTD LTD
7069,11128,95.0,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ENTERPRISE IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
7070,8976,90.0,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD
7070,9799,100.0,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
7070,11127,94.9579831932773,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTD LTD
7070,11128,95.08196721311475,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ENTERPRISE IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
8972,8973,89.27710843373494,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ENTERPRISE IP SINGAPORE PTE LTD
8972,8974,92.13483146067416,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES FIBER IP SINGAPORE PTE LTD
8972,8976,89.27710843373494,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD
8972,11127,90.0,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTD LTD
8973,8974,88.42105263157895,AVAGO TECHNOLOGIES ENTERPRISE IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES FIBER IP SINGAPORE PTE LTD
8973,11128,90.0,AVAGO TECHNOLOGIES ENTERPRISE IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ENTERPRISE IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
8974,8976,90.32258064516128,AVAGO TECHNOLOGIES FIBER IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD
8976,9799,90.0,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
9799,11127,94.9579831932773,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTD LTD
9799,11128,95.08196721311475,AVAGO TECHNOLOGIES WIRELESS IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD,AVAGO TECHNOLOGIES ENTERPRISE IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
11127,11128,94.16666666666667,AVAGO TECHNOLOGIES ECBU IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTD LTD,AVAGO TECHNOLOGIES ENTERPRISE IP SINGAPORE PTE LTD SUCCESSOR IN INTEREST TO AVAGO TECHNOLOGIES GENERAL IP SINGAPORE PTE LTD
38,81,90.0,NXP BV,NXP BV F K A FREESCALE SEMICONDUCTOR INC
38,6627,100.0,NXP BV,NXP BV
81,3193,91.29870129870129,NXP BV F K A FREESCALE SEMICONDUCTOR INC,NXP USA INC F K A FREESCALE SEMICONDUCTOR INC
81,6627,90.0,NXP BV F K A FREESCALE SEMICONDUCTOR INC,NXP BV
40,82,100.0,KODAK NEAR EAST INC,KODAK NEAR EAST INC
41,83,100.0,KODAK AMERICAS LTD,KODAK AMERICAS LTD
44,84,100.0,KODAK PHILIPPINES LTD,KODAK PHILIPPINES LTD
46,85,100.0,KODAK REALTY INC,KODAK REALTY INC
210,712,92.5925925925926,WESTERN DIGITAL FREMONT LLC,WESTERN DIGITAL FREMONT INC
1331,1929,92.85714285714286,WESTERN REMAN INDUSTRIAL INC,WESTERN REMAN INDUSTRIAL LLC
518,656,100.0,SECUREWORKS CORP,SECUREWORKS CORP
94,195,91.89189189189189,SPRINT SPECTRUM LLC,SPRINT SPECTRUM LP
59,80,100.0,FPC INC,FPC INC
60,62,100.0,NPEC INC,NPEC INC
61,63,100.0,QUALEX INC,QUALEX INC
1951,7425,88.49557522123894,COMMSCOPE DSL SYSTEMS LLC FORMERLY KNOWNAS ADC DSL SYSTEMS INC,COMMSCOPE DSL SYSTEMS LLC F K A ADC DSL SYSTEMS INC
65,4325,88.23529411764706,ALLEN TELECOM LLC,ALLEN TELECOM INC
67,296,95.0,FEDERAL-MOGUL CHASSIS LLC,FEDERAL-MOGUL LLC
67,3507,95.0,FEDERAL-MOGUL CHASSIS LLC,FEDERAL-MOGUL LLC
74,269,95.0,FEDERAL-MOGUL POWERTRAIN LLC,FEDERAL-MOGUL POWERTRAIN IP LLC
74,3505,92.85714285714286,FEDERAL-MOGUL POWERTRAIN LLC,FEDERAL-MOGUL POWERTRAIN INC
79,223,90.0,FEDERAL-MOGUL WORLD WIDE LLC,FEDERAL-MOGUL WORLD WIDE INC AS SUCCESSOR TO FEDERAL-MOGUL WORLD WIDE LLC
79,758,90.0,FEDERAL-MOGUL WORLD WIDE LLC,FEDERAL-MOGUL WORLD WIDE LLC FORMERLY FEDERAL-MOGUL WORLD WIDE INC
79,1600,90.9090909090909,FEDERAL-MOGUL WORLD WIDE LLC,FEDERAL-MOGUL WORLDWIDE INC
79,2004,90.0,FEDERAL-MOGUL WORLD WIDE LLC,FEDERAL-MOGUL WORLD WIDE LLC F K A FEDERAL-MOGUL WORLDWIDE INC
79,3506,90.0,FEDERAL-MOGUL WORLD WIDE LLC,FEDERAL-MOGUL WORLD WIDE LLC F K A FEDERAL-MOGUL WORLD WIDE INC
79,4270,92.85714285714286,FEDERAL-MOGUL WORLD WIDE LLC,FEDERAL-MOGUL WORLD WIDE INC
79,7967,92.85714285714286,FEDERAL-MOGUL WORLD WIDE LLC,FEDERAL-MOGUL WORLD WIDE INC
107,221,90.0,FEDERAL-MOGUL MOTORPARTS LLC,FEDERAL-MOGUL MOTORPARTS LLC AS SUCCESSOR TO FEDERAL-MOGUL MOTORPARTS CORP
107,2003,90.0,FEDERAL-MOGUL MOTORPARTS LLC,FEDERAL-MOGUL MOTORPARTS LLC F K A FEDERAL-MOGUL MOTORPARTS CORP
107,3504,90.0,FEDERAL-MOGUL MOTORPARTS LLC,FEDERAL-MOGUL MOTORPARTS LLC F K A FEDERAL-MOGUL MOTORPARTS CORP
114,220,90.0,FEDERAL-MOGUL IGNITION LLC,FEDERAL-MOGUL IGNITION LLC AS SUCCESSOR TO FEDERAL-MOGUL IGNITION CO
114,286,94.11764705882352,FEDERAL-MOGUL IGNITION LLC,FEDERAL-MOGUL IGNITION CO
114,1168,90.0,FEDERAL-MOGUL IGNITION LLC,FEDERAL-MOGUL IGNITION LLC F K A FEDERAL- MOGUL IGNITION CO
116,222,90.0,FEDERAL-MOGUL PRODUCTS US LLC,FEDERAL-MOGUL PRODUCTS US LLC AS SUCCESSOR TO FEDERAL-MOGUL PRODUCTS INC
220,286,90.0,FEDERAL-MOGUL IGNITION LLC AS SUCCESSOR TO FEDERAL-MOGUL IGNITION CO,FEDERAL-MOGUL IGNITION CO
221,2003,88.40579710144928,FEDERAL-MOGUL MOTORPARTS LLC AS SUCCESSOR TO FEDERAL-MOGUL MOTORPARTS CORP,FEDERAL-MOGUL MOTORPARTS LLC F K A FEDERAL-MOGUL MOTORPARTS CORP
221,3504,88.40579710144928,FEDERAL-MOGUL MOTORPARTS LLC AS SUCCESSOR TO FEDERAL-MOGUL MOTORPARTS CORP,FEDERAL-MOGUL MOTORPARTS LLC F K A FEDERAL-MOGUL MOTORPARTS CORP
222,293,90.0,FEDERAL-MOGUL PRODUCTS US LLC AS SUCCESSOR TO FEDERAL-MOGUL PRODUCTS INC,FEDERAL-MOGUL PRODUCTS INC
223,4270,90.0,FEDERAL-MOGUL WORLD WIDE INC AS SUCCESSOR TO FEDERAL-MOGUL WORLD WIDE LLC,FEDERAL-MOGUL WORLD WIDE INC
