ee_name,freq,entity_id,standard_name
"MIDCAP FUNDING I, LLC",8,financial_715,MIDCAP FINANCIAL
"MIDCAP FUNDING I, LLC, AS SUCCESSOR AGENT",8,financial_715,MIDCAP FINANCIAL
MIDFIRST BANK,8,financial_4953,MIDFIRST BANK
"MISSION VENTURES AFFILIATES II, L.P.",8,financial_4982,MISSION VENTURES II
"MISSION VENTURES II, L.P.",8,financial_4982,MISSION VENTURES II
"MITCHELL, DAVID J.",8,financial_4985,MITCHELL DAVID J
MIZRAHI TEFAHOT BANK LTD.,8,financial_723,MIZRAHI TEFAHOT
"MIZRAHI TEFAHOT BANK, LTD.",8,financial_723,MIZRAHI TEFAHOT
"MNC CREDIT CORP, AS AGENT",8,financial_727,MNC CREDIT CORP A MD CORP
MONTREAL TRUST COMPANY OF CANADA,8,financial_5026,MONTREAL TRUST CO OF CANADA
MORGAN STANLEY BANK INTERNATIONAL LIMITED,8,financial_731,MORGAN STANLEY SENIOR FUNDING
"MORGAN STANLEY SENIOR FUNDING INC., AS COLLATERAL AGENT",8,financial_731,MORGAN STANLEY SENIOR FUNDING
"MULTIPLIER GROWTH PARTNERS SPV I, LP",8,financial_5063,MULTIPLIER GROWTH PARTNERS SPV I LP
"MUSIKANTOW-GOMBRICH, SUZANNE",8,financial_740,MUSIKANTOW-GOMBRICH SUZANNE
"NATIONAL BANK OF CANADA, A CANADIAN BANKING CORP.",8,financial_197,NATIONAL BANK OF DETROIT
NATIONAL RESEARCH COUNCIL OF CANADA,8,financial_5099,NATIONAL RESEARCH COUNCIL OF CANADA
"NATIONSBANK OF VIRGINIA, NA C/O NATIONS BANK BUSINESS CREDIT",8,financial_751,NATIONSBANK OF VIRGINIA NA C O NATIONS BANK BUSINESS CREDIT
"NEWORLD BANK, A BANKING CORP. OF MASSACHUSETTS",8,financial_5156,NEWORLD BANK A CORP OF MA
"NEWSTAR FINANCIAL, INC., AS ADMINISTRATIVE AGENT",8,financial_764,NEWSTAR FINANCIAL
"NEWSTAR FINANCIAL, INC., AS COLLATERAL AGENT",8,financial_764,NEWSTAR FINANCIAL
"NEXBANK, SSB",8,financial_765,NEXBANK SSB
"NTI HOLDING AS, AS COLLATERAL AGENT",8,financial_782,NTI HOLDING
"NTI HOLDINGS AS, AS COLLATERAL AGENT",8,financial_782,NTI HOLDING
"NXT CAPITAL, LLC, ITS SUCCESSORS AND ASSIGNS",8,financial_783,NXT CAPITAL LLC
"OAKMORE OPPORTUNITY FUND I, LP",8,financial_5244,OAKMORE OPPORTUNITY FUND I LP
"ONE MEZZANINE CAPITAL CORPORATION, AS AGENT",8,financial_5278,ONE MEZZANINE CAPITAL CORP
"ORPHANOS, ANTHONY G.",8,financial_5307,ORPHANOS ANTHONY G
PATRIOT BANK,8,financial_5381,PATRIOT BANK
"PERPETUAL SAVINGS BANK, F.S.B.",8,financial_827,PERPETUAL SAVINGS BANK F S B
"PHILADELPHIA NATIONAL BANK, THE",8,financial_833,PHILADELPHIA NATIONAL BANK
PHOENIX ENTERPRISES LLC,8,financial_835,PHOENIX ENTERPRISES LLC
"PHOENIX VENTURE FUND LLC, AS COLLATERAL AGENT",8,financial_836,PHOENIX VENTURE FUND LLC
"PIVOTAL CAPITAL FUND, LP",8,financial_5475,PIVOTAL CAPITAL FUND LP
PLIANT SOLUTIONS CORPORATION,8,financial_845,PLIANT SOLUTIONS CORP
"POLITE, L. JOHN, JR.",8,financial_5507,POLITE L JOHN JR
"POSNER, STEPHEN J.",8,financial_1148,POSNER STEPHEN J
PRUDENTIAL INSURANCE COMPANY OF AMERICA,8,financial_869,PRUDENTIAL INSURANCE CO OF AMERICA
"RBS CITIZENS, N.A., AS AGENT",8,financial_879,RBS CITIZENS NA
RESEARCH IN MOTION LIMITED,8,financial_1381,RESEARCH IN MOTION LTD
"ROACH, ALFRED J.",8,financial_1444,ROACH ALFRED J
"ROLAND, BRENT",8,financial_1477,ROLAND BRENT
"ROTHSCHILD TRUST HOLDINGS, LLC",8,financial_1495,ROTHSCHILD TRUST HOLDINGS LLC
"ROYNAT BUSINESS CAPITAL, INC., AS ADMINISTRATIVE AGENT AND COLLATERAL AGENT",8,financial_901,ROYNAT BUSINESS CAPITAL
"SAIYED ATIG RAZA AND NOREEN TIRMIZI RAZA, TRUSTEES N&A RAZA REVOCABLE TRUST UAD 03/22/97",8,financial_907,SAIYED ATIG RAZA & NOREEN TIRMIZI RAZA TRUSTEES N & A RAZA REVOCABLE
"SALUS CAPITAL PARTNERS, LLC",8,financial_1580,SALUS CAPITAL PARTNERS LLC
"SASSOWER, PHILIP",8,financial_915,SASSOWER PHILIP
"SASSOWER, SUSAN",8,financial_916,SASSOWER SUSAN
"SECTOR CAPITAL GROUP, LLC",8,financial_1696,SECTOR CAPITAL GROUP LLC
"SECURITY PACIFIC BUSINESS CREDIT INC., A DE. CORP.",8,financial_929,SECURITY PACIFIC NATIONAL BANK
SEQUOIA CAPITAL ENTREPRENEURS FUND,8,financial_935,SEQUOIA CAPITAL IX
SEQUOIA CAPITAL FRANCHISE FUND,8,financial_935,SEQUOIA CAPITAL IX
SEQUOIA CAPITAL FRANCHISE PARTNERS,8,financial_935,SEQUOIA CAPITAL IX
SEQUOIA CAPITAL IX,8,financial_935,SEQUOIA CAPITAL IX
SEQUOIA CAPITAL IX PRINCIPAL'S FUND,8,financial_935,SEQUOIA CAPITAL IX
"SILICON VALLEY BANK, DBA: SILICON VALLEY EAST",8,financial_950,SILICON VALLEY BANK
SILVER POINT FINANCE LLC,8,financial_951,SILVER POINT FINANCE LLC
"SOURCE CAPITAL CREDIT OPPORTUNITIES FUND III, LP",8,financial_1922,SOURCE CAPITAL CREDIT OPPORTUNITIES FUND III LP
SOVERAIN SOFTWARE LLC,8,financial_1929,SOVERAIN SOFTWARE LLC
"SPRING CAPITAL PARTNERS, L.P.",8,financial_983,SPRING CAPITAL PARTNERS
"ST. PAUL VENTURE CAPITAL VI, LLC",8,financial_5729,ST PAUL VENTURE CAPITAL VI LLC
STIFEL NICOLAUS CUSTODIAN FOR JONATHAN BERG IRA ACCT# 14992225,8,financial_2040,STIFEL NICOLAUS CUSTODIAN FOR JONATHAN BERG IRA ACCT 14992225
STONESTREET L.P.,8,financial_996,STONESTREET
SYNTEK CAPITAL GMBH,8,financial_4924,SYNTEK CAPITAL GMBH
"TEACHER'S RETIREMENT SYSTEM OF ALABAMA, THE",8,financial_1021,TEACHER S RETIREMENT SYSTEMS OF ALABAMA
"TECHNOLOGY INVESTMENT HOLDINGS II, LLC",8,financial_1025,TECHNOLOGY INVESTMENT HOLDINGS LLC
TELIASONERA AB,8,financial_4062,TELIASONERA AB
THE TAIL WIND FUND LTD.,8,financial_2419,TAIL WIND FUND LTD
"THERMATRIX INVESTMENT HOLDINGS, LLC",8,financial_2438,THERMATRIX INVESTMENT HOLDINGS LLC
"TORONTO DOMINION (TEXAS) LLC, AS ADMINISTRATIVE AGENT",8,financial_1038,DOMINION TEXAS LLC
TREDEGAR CORPORATION,8,financial_4469,TREDEGAR CORP
"U.S. BANK, NATIONAL ASSOCIATION, AS AGENT",8,financial_3,US BANK NA
"UNION BANK OF CALIFORNIA, N.A., AS AGENT",8,financial_1066,UNION BANK NA
US WEST FINANCIAL SERVICES INC.,8,financial_2780,US WEST FINANCIAL SERVICES INC
"VALLEY VENTURES III, L.P.",8,financial_1074,VALLEY VENTURES III
"VISTEON GLOBAL TECHNOLOGIES, INC.",8,financial_1087,VISTEON GLOBAL TECHNOLOGIES
"VISTEON TECHNOLOGIES, LLC",8,financial_1088,VISTEON TECHNOLOGIES LLC
"WELLS FARGO BANK, NATIONAL ASSOCIATION, SUCCESSOR BY MERGER TO WACHOVIA BANK, NATIONAL ASSOCIATION",8,financial_1103,WELLS FARGO BANK NA
WELLS FARGO CAPITAL FINANCE CORPORATION CANADA,8,financial_1103,WELLS FARGO BANK NA
WHALEHAVEN CAPITAL FUND LIMITED,8,financial_3116,WHALEHAVEN CAPITAL FUND LTD
"WHITE OAK COMMERCIAL FINANCE, LLC",8,financial_5750,WHITE OAK COMMERCIAL FINANCE LLC
"WILEY ORGANICS, INC. DBA ORGANIC TECHNOLOGIES",8,financial_3149,WILEY ORGANICS INC DBA ORGANIC TECHNOLOGIES
"WINDSAIL CAPITAL III, LLC",8,financial_3219,WINDSAIL CAPITAL III LLC
WK GLOBAL INVESTMENT II LIMITED,8,financial_1116,WK GLOBAL INVESTMENT
WK GLOBAL INVESTMENT III LIMITED,8,financial_1116,WK GLOBAL INVESTMENT
WK GLOBAL INVESTMENT LIMITED,8,financial_1116,WK GLOBAL INVESTMENT
WK TECHNOLOGY FUND,8,financial_1117,WK TECHNOLOGY FUND
WK TECHNOLOGY FUND IV,8,financial_1117,WK TECHNOLOGY FUND
WK TECHNOLOGY FUND V,8,financial_1117,WK TECHNOLOGY FUND
WK TECHNOLOGY FUND VI,8,financial_1117,WK TECHNOLOGY FUND
WK TECHNOLOGY FUND VII,8,financial_1117,WK TECHNOLOGY FUND
WK TECHNOLOGY FUND VIII,8,financial_1117,WK TECHNOLOGY FUND
"1,4GROUP, INC.",7,financial_1131,1 4GROUP INC
"AB LENDING SPV I LLC, D/B/A MOUNTAIN RIDGE CAPITAL",7,financial_1163,AB LENDING SPV I LLC D B A MOUNTAIN RIDGE CAPITAL
"ACHILLES TECHNOLOGY MANAGEMENT CO II, INC.",7,financial_1222,ACHILLES TECHNOLOGY MANAGEMENT CO II INC
"ADBOVE VENTURES IV, L.P. AS AGENT FOR THE PURCHASERS",7,financial_1247,ADBOVE VENTURES IV LP FOR THE PURCHASERS
ADOLOR CORPORATION,7,financial_1255,ADOLOR CORP
"ADVANCED TECHNOLOGY MATERIALS, INC.",7,financial_15,ADVANCED TECHNOLOGY VENTURES VII
ANOTHER GAME COMPANY LP,7,financial_1524,ANOTHER GAME CO LP
"APOLLO LAMINATES AGENT, LLC",7,financial_61,APOLLO LAMINATES AGENT LLC
"BANK OF AMERICA NATIONAL TRUST AND SAVING ASSOCIATION,",7,financial_43,BANK OF AMERICA NA
BANK OF NOVA SCOTIA,7,financial_110,BANK OF NOVA SCOTIA
"BANK OF NOVA SCOTIA, THE, AS PAYING AGENT",7,financial_110,BANK OF NOVA SCOTIA
BANQUE PARIBAS NEW YORK BRANCH,7,financial_123,BANQUE PARIBAS
BARCLAYS BANK PLC. AS ADMINISTRATIVE AGENT,7,financial_126,BARCLAYS BANK
"BATTERY VENTURES V, L.P.",7,financial_2133,BATTERY VENTURES V LP
BAYBANK,7,financial_5515,BAYBANK MIDDLESEX
"BEHMER, HARALD",7,financial_2189,BEHMER HARALD
"BENZIES, LESLIE",7,financial_2211,BENZIES LESLIE
BERTELSMANN AG,7,financial_5528,BERTELSMANNAG
BIOGEN MA INC.,7,financial_145,BIOGEN MA
"BOTHA, THEO NICHOLAS",7,financial_2363,BOTHA THEO NICHOLAS
"BURLINGTON INDUSTRIES, INC., A CORP. OF DE.",7,financial_179,BURLINGTON INDUSTRIES
"BYLINE BANK, AS AGENT",7,financial_2503,BYLINE BANK
BZW DIVISION OF BARCLAYS BANK PLC,7,financial_185,BZW DIVISION OF BARCLAYS BANK
"CALIXA THERAPEUTICS, INC.",7,financial_2541,CALIXA THERAPEUTICS INC
"CANAAN EQUITY II ENTREPRENEURS, LLC",7,financial_195,CANAAN EQUITY II
"CANAAN EQUITY II, L.P.",7,financial_195,CANAAN EQUITY II
"CANAAN EQUITY II, L.P. (QP)",7,financial_195,CANAAN EQUITY II
"CANADA TRUST COMPANY, THE",7,financial_2565,CANADA TRUST CO
"CANADIAN IMPERIAL BANK OF COMMERCE, AS SECURED PARTY",7,financial_198,CANADIAN IMPERIAL BANK OF COMMERCE
"CANTOR FITZGERALD SECURITIES, AS AGENT",7,financial_200,CANTOR FITZGERALD SECURITIES
"CARNEVALE, PEPE",7,financial_2643,CARNEVALE PEPE
CARR & FERRELL LLP,7,financial_2645,CARR & FERRELL LLP
CHARITABLE LEADERSHIP FOUNDATION,7,financial_2726,CHARITABLE LEADERSHIP FOUNDATION
CHEMICAL BANK (N.Y. CORP.),7,financial_234,CHEMICAL BANK
CHIRON CORPORATION,7,financial_2822,CHIRON CORP
"CIT GROUP/ BUSINESS CREDIT, INC., THE",7,financial_244,CIT GROUP BUSINESS CREDIT
"CIT HEALTHCARE LLC, AS AGENT",7,financial_246,CIT HEALTHCARE LLC
"CITIBANK JAPAN LTD., AS SECURITY AGENT",7,financial_251,CITIBANK NA
"CITICORP INDUSTIRAL CREDIT, INC.",7,financial_5518,CITICORP NORTH AMERICA
CITIZENS BUSINESS CAPITAL,7,financial_255,CITIZENS BUSINESS CAPITAL
"CLINICAL DATA, INC.",7,financial_3009,CLINICAL DATA INC
"COAST BUSINESS CREDIT, A DIVISION OF SOUTHERN PACIFIC THRIFT AND LOAN ASSOCIATION",7,financial_264,COAST BUSINESS CREDIT
COBHAM DEFENSE ELECTRONIC SYSTEMS CORPORATION,7,financial_3025,COBHAM DEFENSE ELECTRONIC SYSTEMS CORP
COMDISCO INC.,7,financial_270,COMDISCO
COMMERCE BANK & TRUST COMPANY,7,financial_272,COMMERCE BANK NA
"CONNECTICUT NATIONAL BANK, THE, A NATIONAL BANKING ASSOCIATION",7,financial_285,CONNECTICUT NATIONAL BANK THEAS
"CONTINENTAL BANK, N.A.",7,financial_288,CONTINENTAL BANK NA
"CORTEX PHARMACEUTICALS, INC.",7,financial_3184,CORTEX PHARMACEUTICALS INC
"CREDIT SUISSE FIRST BOSTON, ACTING THROUGH ITS CAYMAN ISLANDS BRANCH, AS ADMINISTRATIVE AGENT",7,financial_309,CREDIT SUISSE
"CUBIST PHARMACEUTICALS, INC.",7,financial_3348,CUBIST PHARMACEUTICALS INC
DIONIS TRUST,7,financial_3483,DIONIS TRUST
"DONALDSON, LUFKIN & JENRETTE SECURITIES CORPORATION, AAS NOMINEE FOR: DLJ FIRST ESC, L.P., EMA 2001 PLAN, L.P., CSFB 2001 INVESTORS, L.P. CREDIT SUISSE FIRST BOSTON RPIVATE EQUITY, INC., DOCKLANDS 2001 PLAN, L.P., PARADEPLATZ 2001 PLAN, L.P",7,financial_362,DONALDSON LUFKIN & JENRETTE SECURITIES CORP NOMINEE FOR DLJ FIRST ESC EMA 2001 PLAN CSFB 2001 INVESTORS CREDIT SUISSE FIRST BOSTON EQUITY DOCKLANDS 2001 PLAN PARADEPLATZ 2001 PLAN
DR. CHESTER SEMEL,7,financial_3533,DR CHESTER SEMEL
"DRAFT COMPANY, H. WILLIAM LURTON, ALLBROOK & CO.",7,financial_365,DRAFT CO H WILLIAM LURTON ALLBROOK & CO
EASTWARD FUND MANAGEMENT,7,financial_377,EASTWARD FUND MANAGEMENT LLC
"EIGER III SA LLC, AS PURCHASER AGENT",7,financial_3612,EIGER III SA LLC AS PURCHASER AGENT
"ELON MUSK REVOCABLE TRUST DATED JULY 22, 2003, AS REPRESENTATIVE SECURED PARTY",7,financial_383,ELON MUSK OF THE ELON MUSK REVOCABLE DATED JULY 22 2003 REPRESENTATIVE SECURED PARTY
"ENCINA BUSINESS CREDIT SPV, LLC, AS AGENT",7,financial_390,ENCINA BUSINESS CREDIT LLC
ENTREPRENEUR GROWTH CAPITAL LLC,7,financial_3685,ENTREPRENEUR GROWTH CAPITAL LLC
EXXON CHEMICAL PATENTS INC.,7,financial_3738,EXXON CHEMICAL PATENTS INC
FERRO CORPORATION,7,financial_3772,FERRO CORP
FIRST AMERICAN BANK,7,financial_420,FIRST AMERICAN NATIONAL BANK OF NASHVILLE
FIRST BOSTON MEZZANINE INVESTMENT PARTNERSHIP,7,financial_423,FIRST BOSTON SECURITIES CORP
FIRST BOSTON MEZZANINE INVESTMENT PARTNERSHIP-9,7,financial_423,FIRST BOSTON SECURITIES CORP
FIRST COLORADO BANK & TRUST,7,financial_3805,FIRST COLORADO BANK & TRUST
"FIRST EAGLE PRIVATE CREDIT, LLC",7,financial_426,FIRST EAGLE CREDIT LLC F K A NEWSTAR FINANCIAL LLC NEWSTAR FINANCIAL LLC F K A NEWSTAR FINANCIAL
"FIRST NATIONAL BANK OF MINNEAPOLIS, A NATIONAL BANKING ASSOCIATION",7,financial_431,FIRST NATIONAL BANK OF CHICAGO
"FIRST NATIONAL BANK, THE",7,financial_431,FIRST NATIONAL BANK OF CHICAGO
"FIRST UNION COMMERCIAL CORPORATION, AS AGENT",7,financial_437,FIRST UNION NATIONAL BANK
FIRST WISCONSIN NATIONAL BANK OF MILWAUKEE,7,financial_439,FIRST WISCONSIN NATIONAL BANK OF MILWAUKEE
"FIRSTMERIT BANK, N.A.",7,financial_3823,FIRSTMERIT BANK NA
FREMONT FINANCIAL CORPORATION,7,financial_3893,FREMONT FINANCIAL CORP
"FUEL TECH, INC.",7,financial_3900,FUEL TECH INC
G. ZACHARY GUND 1978 TURST,7,financial_462,G ZACHARY GUND 1978
GATX/MM VENTURE FINANCE PARTNERSHIP,7,financial_3925,GATX MM VENTURE FINANCE PARTNERSHIP
"GE HFS, LLC",7,financial_476,GE HFS LLC
GENERAL ELECIRIC CAPITAL CORP,7,financial_482,GENERAL ELECTRIC CAPITAL CORP
GENERAL ELECTIRC CAPITAL CORPORATION,7,financial_482,GENERAL ELECTRIC CAPITAL CORP
GENERAL ELECTRIC CREDIT CORPORATION,7,financial_482,GENERAL ELECTRIC CAPITAL CORP
"GINSBERG, BRAD",7,financial_3989,GINSBERG BRAD
"GLENAYRE TECHNOLOGIES, INC. A CORP. OF DELAWARE",7,financial_4001,GLENAYRE TECHNOLOGIES INC A CORP OF DELAWARE
"GOODYEAR TIRE & RUBBER COMPANY, THE",7,financial_4031,GOODYEAR TIRE & RUBBER CO
GRANT GUND 1978 TRUST,7,financial_4047,GRANT GUND 1978 TRUST
"GROUP 1 SOFTWARE, INC.",7,financial_4071,GROUP 1 SOFTWARE INC
HACH COMPANY,7,financial_4095,HACH CO
HALLIBURTON COMPANY,7,financial_4100,HALLIBURTON CO
HAMBRO INTERNATIONAL VENTURE FUND II,7,financial_518,HAMBRO INTERNATIONAL VENTURE FUND II
HAMILTON CAPITAL XII LLC,7,financial_4104,HAMILTON CAPITAL XII LLC
HANSA FIANANCE LIMITED LIABILITY COMPANY,7,financial_4121,HANSA FIANANCE LTD LIABILITY CO
"HAYDEN, PAUL",7,financial_4162,HAYDEN PAUL
"HAYMARKET FINANCIAL LLP, AS SECURITY AGENT",7,financial_4164,HAYMARKET FINANCIAL LLP AS SECURITY AGENT
HB SUB FUND II LLC,7,financial_4168,HB SUB FUND II LLC
"HERCULES CAPITAL, INC., AS ADMINISTRATIVE AND COLLATERAL AGENT",7,financial_544,HERCULES CAPITAL
HIGH RIVER LIMITED PARTNERSHIP,7,financial_547,HIGH RIVER PARTNERSHIP PIK TERM
"HOUSER, DAN",7,financial_4249,HOUSER DAN
"HOUSER, SAM",7,financial_4250,HOUSER SAM
HSBC BANK CANADA AS ADMINISTRATIVE AGENT ON BEHALF OF THE LENDERS,7,financial_560,HSBC BANK USA NA
HVB BANQUE LUXEMBOURG SOCIETE ANONYME,7,financial_4277,HVB BANQUE LUXEMBOURG SOCIETE ANONYME
"ING (U.S.) CAPITAL LLC., AS AGENT",7,financial_575,ING CAPITAL LLC
INVESTOR GROUP L.P. NATIONAL WESTMINSTER HOUSE,7,financial_588,INVESTOR GROUP
INVESTOR GROWTH CAPITAL LIMITED NATIONAL WESTMINSTER HOUSE,7,financial_589,INVESTOR GROWTH CAPITAL
JAYNJEAN LEVY FAMILY LIMITED PARTNERSHIP,7,financial_4428,JAYNJEAN LEVY FAMILY LTD PARTNERSHIP
"JPMORGAN CHASE BANK, N. A.",7,financial_605,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK, N.A. (F/K/A JPMORGAN CHASE BANK)",7,financial_605,JP MORGAN CHASE BANK NA
"KBL PARTNERSHIP, LP",7,financial_4509,KBL PARTNERSHIP LP
"KBL, HEALTHCARE, LP",7,financial_608,KBL HEALTHCARE
"KENTUCKY TECHNOLOGY, INC.",7,financial_4520,KENTUCKY TECHNOLOGY INC
"KEYBANK NATIONAL ASSOCIATION, AS LENDER AND AGENT",7,financial_613,KEYBANK NA
"KLINE HAWKES CALIFORNIA SBIC, L.P., A LIMITED PARTNERSHIP OF CALIFORNIA",7,financial_619,KLINE HAWKES CALIFORNIA SBIC
"KNEE CREATIONS, LLC",7,financial_4559,KNEE CREATIONS LLC
KREOS CAPITAL III (LUXEMBOURG) S.A.R.L.,7,financial_627,KREOS CAPITAL IV EXPERT FUND
"LA SALLE NATIONAL BANK, N.A.",7,financial_5664,LA SALLE NATIONAL BANK NA
LASERSCOPE,7,financial_5547,LASERSCOPE
"LBC CREDIT AGENCY SERVICES, LLC, AS AGENT",7,financial_642,LBC CREDIT PARTNERS III
"LEHMAN BROTHERS COMMERCIAL PAPER, INC., AS COLLATERAL AGENT",7,financial_644,LEHMAN COMMERCIAL PAPER
"LEHMAN COMMERIAL PAPER INC., AS ADMINISTRATIVE AGENT",7,financial_644,LEHMAN COMMERCIAL PAPER
"LERNOUT & HAUSPIE SPEECH PRODUCTS USA, INC.",7,financial_4657,LERNOUT & HAUSPIE SPEECH PRODUCTS USA INC
LIBBEY GLASS INC.,7,financial_4677,LIBBEY GLASS INC
"MANUFACTURERS BANK, N.A. F/K/A/ MANUFACTURERS NATIONAL BANK OF DETROIT",7,financial_669,MANUFACTURERS NATIONAL BANK OF DETROIL CORPORATE & BLACK DONALD E INDIVIDUAL
"MARBLE BRIDGE FUNDING GROUP, INC.",7,financial_4785,MARBLE BRIDGE FUNDING GROUP INC
"MARTIN, JAMES",7,financial_4806,MARTIN JAMES
"MENLO VENTURES VII, L.P., AS COLLATERAL AGENT",7,financial_697,MENLO VENTURES IX
"MERCHANTS NATIONAL BANK & TRUST COMPANY OF INDIANAPOLIS,",7,financial_700,MERCHANTS NATIONAL BANK & OF INDIANAPOLIS
"MICHIGAN GROWTH CAPITAL PARTNERS, L.P.",7,financial_4937,MICHIGAN GROWTH CAPITAL PARTNERS LP
MID-PENINSULA BANK - PART OF GREATER BAY BANK N.A.,7,financial_4944,MID-PENINSULA BANK - PART OF GREATER BAY BANK NA
"MIZUHO CORPORATE BANK, LTD., LONDON BRANCH AS OFFSHORE SECURITY TRUSTEE",7,financial_724,MIZUHO BANK FORMERLY MIZUHO CORPORATE BANK
MMV FINANCIAL INC.,7,financial_5000,MMV FINANCIAL INC
"MUFG BANK, LTD., AS SUCCESSOR COLLATERAL AGENT",7,financial_738,MUFG BANK
"MUZINICH BDC, INC.",7,financial_5066,MUZINICH BDC INC
"NATIONAL CANADA FINANCE CORP., AS AGENT",7,financial_196,NATIONAL CANADA FINANCE CORP
NATIONAL STATE BANK OF BOULDER,7,financial_5100,NATIONAL STATE BANK OF BOULDER
"NATIONAL WESTMINSTER BANK, PLC, AS SECURITY TRUSTEE",7,financial_747,NATIONAL WESTMINSTER BANK USA
"NATIONSBANK, N.A., AS AGENT*",7,financial_749,NATIONSBANK NA
"NBD BANK, A MICHIGAN BANKING CORPORATION",7,financial_756,NBD BANK NA
"NCR CORPORATION, A CORP. OF MD",7,financial_760,NCR CORP A CORP OF MD
"NETSCOUT SYSTEMS, INC",7,financial_5138,NETSCOUT SYSTEMS INC
"NEWSTAR BUSINESS CREDIT, LLC",7,financial_5159,NEWSTAR BUSINESS CREDIT LLC
"NEXBANK, SSB, A TEXAS-CHARTERED SAVINGS BANK, AS COLLATERAL AGENT",7,financial_765,NEXBANK SSB
NMB POSTBANK GROEP N.V.,7,financial_5180,NMB POSTBANK GROEP NV
"NOMURA CORPORATE FUNDING AMERICAS, LLC, AS ADMINISTRATIVE AGENT",7,financial_768,NOMURA CORPORATE FUNDING LLC
"OLSSON, ANDERS, LONDON ENGLAND",7,financial_5264,OLSSON ANDERS LONDON ENGLAND
ORCA HOLDINGS LIMITED,7,financial_801,ORCA HOLDING
PARIBAS,7,financial_5522,PARIBAS FOMERLY KNOWNAS BANQUE PARIBAS
"PENNANTPARK LOAN AGENCY SERVICING, LLC, AS ADMINISTRATIVE AGENT",7,financial_823,PENNANTPARK LOANAGENCY SERVICING LLC
PEOPLE'S BANK,7,financial_5413,PEOPLE S UNITED BANK NA
"PERCEPTIVE CREDIT OPPORTUNITIES FUND, LP",7,financial_825,PERCEPTIVE CREDIT HOLDINGS II
PLYMOUTH VENTURE PARTNERS II,7,financial_5492,PLYMOUTH VENTURE PARTNERS II
"PROQUEST INVESTMENTS III, L.P. AS COLLATERAL AGENT FOR SECURED PARTIES",7,financial_863,PROQUEST INVESTMENTS III
"PRUDENT CAPITAL I, L.P.",7,financial_868,PRUDENT CAPITAL I
"PRUDENT CAPITAL II, L.P.",7,financial_868,PRUDENT CAPITAL I
QAMCOM TECHNOLOGY HOLDING AB,7,financial_1268,QAMCOM TECHNOLOGY HOLDING AB
"QORVO US, INC.",7,financial_1271,QORVO US INC
"QUAKER BIOVENTURES, L.P.",7,financial_1272,QUAKER BIOVENTURES
"RAZA FOUNDRIES, INC.",7,financial_2079,RAZA FOUNDRIES INC
"REQUISITE SOFTWARE, INC.",7,financial_1378,REQUISITE SOFTWARE INC
"RESERVOIR CAPITAL PARTNERS, LP AS ADMINISTRATIVE AGENT",7,financial_889,RESERVOIR CAPITAL PARTNERS
"RFC WATERPARK, LLC",7,financial_1395,RFC WATERPARK LLC
"RUDLING, PAUL JAMES",7,financial_1534,RUDLING PAUL JAMES
"SAFENET, INC.",7,financial_1551,SAFENET INC
"SAGARD HEALTHCARE ROYALTY PARTNERS, LP",7,financial_904,SAGARD HEALTHCARE ROYALTY PARTNERS
SANDERLING V BETEILIGUNGS GMBH & CO. KG,7,financial_5712,SANDERLING V BETEILIGUNGS GMBH & CO KG
"SANDERLING V BIOMEDICAL CO-INVESTMENT FUND, L.P.",7,financial_5713,SANDERLING V BIOMEDICAL CO-INVESTMENT FUND LP
SANDERLING V. LIMITED PARTNERSHIP,7,financial_5715,SANDERLING V LTD PARTNERSHIP
"SANDERLING VENTURE PARTNERS V CO.-INVESTMENT FUND, L.P.",7,financial_908,SANDERLING VENTURE PARTNERS V CO-INVESTMENT FUND
"SECURITY PACIFIC NATIONAL BANK, AS ADMINISTRATIVE AGENT",7,financial_929,SECURITY PACIFIC NATIONAL BANK
SILLCON VALLEY BANK,7,financial_1838,SILLCON VALLEY BANK
SMITHKLINE BEECHAM CORPORATION,7,financial_965,SMITHKLINE BEECHAM CORP D B A GLAXOSMITHKLINE
"SPROUT CAPITAL IX, L.P.",7,financial_984,SPROUT CAPITAL IX
"SPROUT ENTREPRENEURS' FUND, L.P.",7,financial_1964,SPROUT ENTREPRENEURS FUND LP
"STAFFORD TOWNE, LTD.",7,financial_1982,STAFFORD TOWNE LTD
"STARSIGHT TELECAST, INC.",7,financial_2006,STARSIGHT TELECAST INC
"STATE STREET BANK AND TRUST COMPANY OF CONNECTICUT, NATIONAL ASSOCIATION",7,financial_746,STATE STREET BANK & NA
"SUBCHONDROPLASTY ORTHOPEDICS, LLC FORMERLY KC ORTHOPEDIC TECHNOLOGIES, LLC",7,financial_2071,SUBCHONDROPLASTY ORTHOPEDICS LLC FORMERLY KC ORTHOPEDIC TECHNOLOGIES LLC
SUMMIT BANK,7,financial_2089,SUMMIT BANK
"SYMBOL TECHNOLOGIES, INC. (DE CORPORATION)",7,financial_1013,SYMBOL TECHNOLOGIES
"TELOS VENTURE PARTNERS II, L.P., AS COLLATERAL AGENT",7,financial_1030,TELOS VENTURE PARTNERS II
THE BANK OF NEW YORK MELLON (F/K/A THE BANK OF NEW YORK),7,financial_102,BANK OF NEW YORK MELLON
THE DOW CHEMICAL COMPANY,7,financial_364,DOW CHEMICAL CO
